session_id,window_start,window_end,total_edit_count,driver_edit_count,navigator_edit_count,edit_balance_ratio,run_attempt_count,run_success_rate,consecutive_failure_count,error_recovery_seconds_avg,idle_ratio,discussion_note_count,navigator_note_count,role_switch_count,seconds_since_role_switch,session_elapsed_seconds,active_user_dominance,label,label_source,rater
demo_productive_00,1780000300.0,1780000480.0,13.0,0.0,0.0,1.0,2.0,0.5,1.0,109.08,0.2222,3.0,0.0,0.0,480.0,480.0,0.95,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000330.0,1780000510.0,13.0,0.0,0.0,1.0,2.0,0.5,1.0,109.08,0.2222,3.0,0.0,0.0,510.0,510.0,0.95,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000360.0,1780000540.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2778,3.0,0.0,0.0,540.0,540.0,0.8824,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000390.0,1780000570.0,13.0,2.0,11.0,0.8462,1.0,1.0,0.0,0.0,0.2222,3.0,1.0,1.0,23.62,570.0,0.7368,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000420.0,1780000600.0,12.0,3.0,9.0,0.75,2.0,1.0,0.0,0.0,0.3333,3.0,2.0,1.0,53.62,600.0,0.65,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000450.0,1780000630.0,12.0,5.0,7.0,0.5833,2.0,1.0,0.0,0.0,0.2778,4.0,3.0,1.0,83.62,630.0,0.5714,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000480.0,1780000660.0,12.0,7.0,5.0,0.5833,1.0,1.0,0.0,0.0,0.2778,3.0,2.0,1.0,113.62,660.0,0.6111,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000510.0,1780000690.0,12.0,9.0,3.0,0.75,1.0,1.0,0.0,0.0,0.2778,4.0,2.0,1.0,143.62,690.0,0.7368,PRODUCTIVE,synthetic,generator
demo_productive_00,1780000540.0,1780000720.0,12.0,11.0,1.0,0.9167,1.0,1.0,0.0,0.0,0.2778,3.0,2.0,1.0,173.62,720.0,0.8333,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004320.0,1780004500.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,180.0,180.0,0.8235,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004350.0,1780004530.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,210.0,210.0,0.875,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004380.0,1780004560.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,240.0,240.0,0.8889,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004410.0,1780004590.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,270.0,270.0,0.8947,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004440.0,1780004620.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,300.0,300.0,0.8889,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004470.0,1780004650.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,330.0,330.0,0.8947,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004500.0,1780004680.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,360.0,360.0,0.9474,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004530.0,1780004710.0,15.0,0.0,15.0,1.0,2.0,0.5,1.0,0.0,0.1667,3.0,1.0,1.0,1.79,390.0,0.8696,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004560.0,1780004740.0,15.0,2.0,13.0,0.8667,1.0,0.0,1.0,0.0,0.1667,3.0,1.0,1.0,31.79,420.0,0.7619,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004590.0,1780004770.0,15.0,5.0,10.0,0.6667,2.0,0.0,2.0,0.0,0.1667,2.0,1.0,1.0,61.79,450.0,0.5909,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004620.0,1780004800.0,13.0,6.0,7.0,0.5385,2.0,0.0,2.0,0.0,0.2222,3.0,2.0,1.0,91.79,480.0,0.5238,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004650.0,1780004830.0,13.0,6.0,7.0,0.5385,2.0,0.0,2.0,0.0,0.2222,3.0,1.0,2.0,25.85,510.0,0.5,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004680.0,1780004860.0,13.0,6.0,7.0,0.5385,2.0,0.0,2.0,0.0,0.1667,3.0,2.0,2.0,55.85,540.0,0.5455,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004710.0,1780004890.0,13.0,6.0,7.0,0.5385,2.0,0.5,1.0,122.51,0.2222,2.0,1.0,1.0,85.85,570.0,0.5,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004740.0,1780004920.0,13.0,8.0,5.0,0.6154,2.0,0.5,1.0,122.51,0.2778,3.0,1.0,1.0,115.85,600.0,0.619,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004770.0,1780004950.0,12.0,10.0,2.0,0.8333,1.0,1.0,0.0,0.0,0.3333,3.0,1.0,1.0,145.85,630.0,0.8333,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004800.0,1780004980.0,13.0,12.0,1.0,0.9231,1.0,1.0,0.0,0.0,0.2778,2.0,1.0,1.0,175.85,660.0,0.8889,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004830.0,1780005010.0,12.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3333,3.0,2.0,0.0,205.85,690.0,0.8947,PRODUCTIVE,synthetic,generator
demo_productive_01,1780004860.0,1780005040.0,12.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3889,2.0,1.0,0.0,235.85,720.0,0.9444,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008640.0,1780008820.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,180.0,180.0,0.9048,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008670.0,1780008850.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,210.0,210.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008700.0,1780008880.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,3.0,0.0,0.0,240.0,240.0,0.9091,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008730.0,1780008910.0,17.0,2.0,15.0,0.8824,2.0,0.5,1.0,0.0,0.0556,2.0,1.0,1.0,19.78,270.0,0.8333,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008760.0,1780008940.0,19.0,6.0,13.0,0.6842,2.0,0.5,1.0,0.0,0.0,3.0,1.0,1.0,49.78,300.0,0.6667,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008790.0,1780008970.0,18.0,9.0,9.0,0.5,2.0,0.5,1.0,0.0,0.0,3.0,1.0,1.0,79.78,330.0,0.5385,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008820.0,1780009000.0,19.0,12.0,7.0,0.6316,2.0,0.5,1.0,98.71,0.0,3.0,1.0,1.0,109.78,360.0,0.6296,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008850.0,1780009030.0,20.0,16.0,4.0,0.8,2.0,0.5,1.0,98.71,0.0,3.0,1.0,1.0,139.78,390.0,0.75,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008880.0,1780009060.0,20.0,19.0,1.0,0.95,2.0,0.5,1.0,98.71,0.0556,2.0,1.0,1.0,169.78,420.0,0.8519,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008910.0,1780009090.0,20.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,1.0,0.0,199.78,450.0,0.96,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008940.0,1780009120.0,20.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,1.0,0.0,229.78,480.0,0.96,PRODUCTIVE,synthetic,generator
demo_productive_02,1780008970.0,1780009150.0,20.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,259.78,510.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009000.0,1780009180.0,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,289.78,540.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009030.0,1780009210.0,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,319.78,570.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009060.0,1780009240.0,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,349.78,600.0,0.963,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009090.0,1780009270.0,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,379.78,630.0,0.9615,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009120.0,1780009300.0,19.0,19.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,3.0,1.0,0.0,409.78,660.0,0.9615,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009150.0,1780009330.0,20.0,20.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,3.0,1.0,0.0,439.78,690.0,0.963,PRODUCTIVE,synthetic,generator
demo_productive_02,1780009180.0,1780009360.0,19.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,3.0,2.0,0.0,469.78,720.0,0.9167,PRODUCTIVE,synthetic,generator
demo_productive_03,1780012960.0,1780013140.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,82.37,0.1667,4.0,0.0,0.0,180.0,180.0,0.8462,PRODUCTIVE,synthetic,generator
demo_productive_03,1780012990.0,1780013170.0,18.0,4.0,14.0,0.7778,2.0,0.5,1.0,82.37,0.1111,5.0,2.0,1.0,29.58,210.0,0.7143,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013020.0,1780013200.0,17.0,6.0,11.0,0.6471,2.0,0.5,1.0,82.37,0.1667,4.0,2.0,1.0,59.58,240.0,0.6538,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013050.0,1780013230.0,17.0,9.0,8.0,0.5294,2.0,0.5,1.0,82.37,0.1667,3.0,2.0,1.0,89.58,270.0,0.56,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013080.0,1780013260.0,17.0,11.0,6.0,0.6471,1.0,1.0,0.0,0.0,0.1667,4.0,2.0,1.0,119.58,300.0,0.5833,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013110.0,1780013290.0,17.0,14.0,3.0,0.8235,2.0,0.5,1.0,0.0,0.1111,4.0,1.0,1.0,149.58,330.0,0.7692,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013140.0,1780013320.0,17.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,3.0,1.0,1.0,179.58,360.0,0.9565,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013170.0,1780013350.0,16.0,16.0,0.0,1.0,2.0,0.5,1.0,75.5,0.1111,2.0,0.0,0.0,209.58,390.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013200.0,1780013380.0,17.0,17.0,0.0,1.0,2.0,0.5,1.0,75.5,0.0556,3.0,0.0,0.0,239.58,420.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013230.0,1780013410.0,17.0,17.0,0.0,1.0,2.0,0.5,1.0,75.5,0.0556,3.0,0.0,0.0,269.58,450.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013260.0,1780013440.0,18.0,18.0,0.0,1.0,2.0,0.5,1.0,75.5,0.0,3.0,0.0,0.0,299.58,480.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013290.0,1780013470.0,17.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,329.58,510.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013320.0,1780013500.0,17.0,17.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,3.0,1.0,0.0,359.58,540.0,0.9583,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013350.0,1780013530.0,16.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,3.0,1.0,0.0,389.58,570.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013380.0,1780013560.0,16.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,1.0,1.0,9.86,600.0,0.9048,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013410.0,1780013590.0,15.0,2.0,13.0,0.8667,2.0,1.0,0.0,0.0,0.1111,3.0,2.0,1.0,39.86,630.0,0.7391,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013440.0,1780013620.0,15.0,5.0,10.0,0.6667,2.0,1.0,0.0,0.0,0.1111,2.0,1.0,1.0,69.86,660.0,0.5909,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013470.0,1780013650.0,16.0,8.0,8.0,0.5,2.0,1.0,0.0,0.0,0.0556,3.0,2.0,1.0,99.86,690.0,0.5,PRODUCTIVE,synthetic,generator
demo_productive_03,1780013500.0,1780013680.0,16.0,11.0,5.0,0.6875,1.0,1.0,0.0,0.0,0.0556,2.0,2.0,1.0,129.86,720.0,0.6667,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017280.0,1780017460.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0556,2.0,0.0,0.0,180.0,180.0,0.8571,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017310.0,1780017490.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,210.0,210.0,0.9,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017340.0,1780017520.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,240.0,240.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017370.0,1780017550.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,270.0,270.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017400.0,1780017580.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,300.0,300.0,0.95,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017430.0,1780017610.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,3.0,0.0,0.0,330.0,330.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017460.0,1780017640.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,360.0,360.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017490.0,1780017670.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,390.0,390.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017520.0,1780017700.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,420.0,420.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017550.0,1780017730.0,17.0,2.0,15.0,0.8824,2.0,0.5,1.0,0.0,0.1111,3.0,2.0,1.0,24.43,450.0,0.76,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017580.0,1780017760.0,17.0,5.0,12.0,0.7059,2.0,0.5,1.0,0.0,0.1111,3.0,2.0,1.0,54.43,480.0,0.64,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017610.0,1780017790.0,17.0,7.0,10.0,0.5882,1.0,0.0,1.0,0.0,0.1111,2.0,1.0,1.0,84.43,510.0,0.5,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017640.0,1780017820.0,16.0,9.0,7.0,0.5625,1.0,0.0,1.0,0.0,0.1667,2.0,1.0,1.0,114.43,540.0,0.619,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017670.0,1780017850.0,17.0,13.0,4.0,0.7647,2.0,0.5,1.0,96.61,0.1111,3.0,2.0,1.0,144.43,570.0,0.76,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017700.0,1780017880.0,17.0,16.0,1.0,0.9412,2.0,0.5,1.0,96.61,0.1111,2.0,1.0,1.0,174.43,600.0,0.9167,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017730.0,1780017910.0,17.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,1.0,0.0,204.43,630.0,0.9524,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017760.0,1780017940.0,16.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,3.0,2.0,0.0,234.43,660.0,0.9048,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017790.0,1780017970.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,3.0,2.0,0.0,264.43,690.0,0.913,PRODUCTIVE,synthetic,generator
demo_productive_04,1780017820.0,1780018000.0,19.0,19.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,3.0,2.0,0.0,294.43,720.0,0.9231,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021600.0,1780021780.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,180.0,180.0,0.8636,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021630.0,1780021810.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,210.0,210.0,0.9,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021660.0,1780021840.0,16.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.1667,3.0,0.0,0.0,240.0,240.0,0.8696,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021690.0,1780021870.0,16.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.1667,2.0,0.0,0.0,270.0,270.0,0.9091,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021720.0,1780021900.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,3.0,0.0,0.0,300.0,300.0,0.8571,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021750.0,1780021930.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,3.0,0.0,0.0,330.0,330.0,0.8571,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021780.0,1780021960.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,3.0,0.0,0.0,360.0,360.0,0.9048,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021810.0,1780021990.0,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.1111,3.0,0.0,0.0,390.0,390.0,0.9167,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021840.0,1780022020.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,2.0,0.0,0.0,420.0,420.0,0.95,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021870.0,1780022050.0,18.0,0.0,0.0,1.0,2.0,0.5,1.0,77.34,0.1111,2.0,0.0,0.0,450.0,450.0,0.9583,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021900.0,1780022080.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,77.34,0.0556,2.0,0.0,0.0,480.0,480.0,0.9565,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021930.0,1780022110.0,16.0,0.0,0.0,1.0,2.0,0.5,1.0,77.34,0.1111,2.0,0.0,0.0,510.0,510.0,0.9545,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021960.0,1780022140.0,16.0,0.0,0.0,1.0,2.0,0.5,1.0,77.34,0.1111,2.0,0.0,0.0,540.0,540.0,0.9091,PRODUCTIVE,synthetic,generator
demo_productive_05,1780021990.0,1780022170.0,17.0,1.0,16.0,0.9412,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,1.0,6.35,570.0,0.8333,PRODUCTIVE,synthetic,generator
demo_productive_05,1780022020.0,1780022200.0,18.0,4.0,14.0,0.7778,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,1.0,36.35,600.0,0.72,PRODUCTIVE,synthetic,generator
demo_productive_05,1780022050.0,1780022230.0,16.0,6.0,10.0,0.625,1.0,1.0,0.0,0.0,0.1111,3.0,0.0,1.0,66.35,630.0,0.5455,PRODUCTIVE,synthetic,generator
demo_productive_05,1780022080.0,1780022260.0,17.0,9.0,8.0,0.5294,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,1.0,96.35,660.0,0.5833,PRODUCTIVE,synthetic,generator
demo_productive_05,1780022110.0,1780022290.0,18.0,12.0,6.0,0.6667,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,1.0,126.35,690.0,0.68,PRODUCTIVE,synthetic,generator
demo_productive_05,1780022140.0,1780022320.0,17.0,14.0,3.0,0.8235,2.0,1.0,0.0,0.0,0.1667,2.0,1.0,1.0,156.35,720.0,0.75,PRODUCTIVE,synthetic,generator
demo_productive_06,1780025920.0,1780026100.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333,1.0,0.0,0.0,180.0,180.0,0.875,PRODUCTIVE,synthetic,generator
demo_productive_06,1780025950.0,1780026130.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333,2.0,0.0,0.0,210.0,210.0,0.8824,PRODUCTIVE,synthetic,generator
demo_productive_06,1780025980.0,1780026160.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333,2.0,0.0,0.0,240.0,240.0,0.8824,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026010.0,1780026190.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3889,1.0,0.0,0.0,270.0,270.0,0.9333,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026040.0,1780026220.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3889,1.0,0.0,0.0,300.0,300.0,0.9333,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026070.0,1780026250.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2778,2.0,0.0,0.0,330.0,330.0,0.9412,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026100.0,1780026280.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2778,2.0,0.0,0.0,360.0,360.0,0.9375,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026130.0,1780026310.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2778,2.0,0.0,0.0,390.0,390.0,0.9375,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026160.0,1780026340.0,12.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.2778,2.0,0.0,0.0,420.0,420.0,0.9444,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026190.0,1780026370.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,3.0,0.0,0.0,450.0,450.0,0.9412,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026220.0,1780026400.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,3.0,0.0,0.0,480.0,480.0,0.9444,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026250.0,1780026430.0,12.0,1.0,11.0,0.9167,2.0,0.5,1.0,88.73,0.2778,3.0,1.0,1.0,26.09,510.0,0.8,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026280.0,1780026460.0,12.0,3.0,9.0,0.75,2.0,0.5,1.0,88.73,0.2778,3.0,1.0,1.0,56.09,540.0,0.7,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026310.0,1780026490.0,12.0,5.0,7.0,0.5833,2.0,0.5,1.0,88.73,0.2778,3.0,1.0,1.0,86.09,570.0,0.6,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026340.0,1780026520.0,12.0,7.0,5.0,0.5833,1.0,1.0,0.0,0.0,0.2778,3.0,1.0,1.0,116.09,600.0,0.5556,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026370.0,1780026550.0,12.0,9.0,3.0,0.75,1.0,1.0,0.0,0.0,0.3333,2.0,0.0,1.0,146.09,630.0,0.7059,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026400.0,1780026580.0,12.0,11.0,1.0,0.9167,2.0,1.0,0.0,0.0,0.2778,3.0,0.0,1.0,176.09,660.0,0.8947,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026430.0,1780026610.0,13.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,206.09,690.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_06,1780026460.0,1780026640.0,13.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,236.09,720.0,1.0,PRODUCTIVE,synthetic,generator
demo_productive_07,1780030240.0,1780030420.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.2222,3.0,0.0,0.0,180.0,180.0,0.85,PRODUCTIVE,synthetic,generator
